iter	RMSE
267	3.546346675
268	3.545289085
269	3.544289072
270	3.542065441
271	3.540312861
272	3.538749464
273	3.536518193
274	3.534751119
275	3.533554137
276	3.531905656
277	3.530177977
278	3.528847373
279	3.527607201
280	3.525465416
281	3.524531604
282	3.522817656
283	3.521103781
284	3.519400069
285	3.518067042
286	3.516057004
287	3.514631139
288	3.513589614
289	3.512576728
290	3.511459153
291	3.509457836
292	3.506981853
293	3.50483028
294	3.503729111
295	3.502632492
296	3.500294412
297	3.497907228
298	3.496431229
299	3.494787893
300	3.493143118
301	3.49086948
302	3.489843275
303	3.487861478
304	3.486305773
305	3.484246555
306	3.481750297
307	3.480456063
308	3.479301252
309	3.47807625
310	3.476225444
311	3.474103249
312	3.472893991
313	3.471125601
314	3.469855355
315	3.46895876
316	3.466991077
317	3.466056511
318	3.464983545
319	3.463625349
320	3.46252886
321	3.460501072
322	3.459473154
323	3.458028841
324	3.456992444
325	3.455734242
326	3.454643167
327	3.453414345
328	3.452635336
329	3.451392628
330	3.449900608
331	3.44887942
332	3.447205692
333	3.445923879
334	3.444202085
335	3.442532941
336	3.441286619
337	3.440379972
338	3.439409132
339	3.43798797
340	3.436583974
341	3.435090928
342	3.433777004
343	3.432164648
344	3.431066562
345	3.429516084
346	3.428500096
347	3.427143732
348	3.42561748
349	3.42472414
350	3.423019643
351	3.421314556
352	3.420011689
353	3.418781743
354	3.417378322
355	3.415839794
356	3.414569296
357	3.412820118
358	3.411448031
359	3.410863767
360	3.409142653
361	3.407609287
362	3.406477296
363	3.405672457
364	3.404767342
365	3.40357354
366	3.402235799
367	3.400069342
368	3.39901312
369	3.397980945
370	3.396808003
371	3.395726122
372	3.394592354
373	3.393501502
374	3.391188795
375	3.389863303
376	3.388816467
377	3.387244801
378	3.386283111
379	3.385063274
380	3.383094464
381	3.38141041
382	3.380282704
383	3.378679962
384	3.37793403
385	3.377221937
386	3.376058855
387	3.374710765
388	3.374084088
389	3.37316404
390	3.371853068
391	3.370841477
392	3.36946574
393	3.368551752
394	3.367439601
395	3.366453523
396	3.365229247
397	3.364169296
398	3.363262491
399	3.361229579
400	3.360235245
401	3.359237368
402	3.357368861
403	3.356295929
404	3.355253634
405	3.354630585
406	3.35298498
407	3.352179145
408	3.351466617
409	3.350239462
410	3.349356522
411	3.348140169
412	3.347408584
413	3.346163803
414	3.344882238
415	3.343579257
416	3.342768208
417	3.341813674
418	3.34040763
419	3.339245844
420	3.338686451
421	3.336111296
422	3.335390227
423	3.334423173
424	3.333026808
425	3.332162563
426	3.33144089
427	3.330375268
428	3.329246585
429	3.328520112
430	3.327793718
431	3.32701499
432	3.32604149
433	3.325066603
434	3.324095342
435	3.322556429
436	3.321602177
437	3.320461662
438	3.31952876
439	3.31863835
440	3.317535239
441	3.316571166
442	3.315058952
443	3.314482123
444	3.313574349
445	3.312435954
446	3.311490173
447	3.31045811
448	3.309591258
449	3.308952829
450	3.307214262
451	3.305905736
452	3.304973591
453	3.303446958
454	3.30281828
455	3.301880267
456	3.300973176
457	3.300239965
458	3.298000986
459	3.297250164
460	3.296300106
461	3.295441995
462	3.294674498
463	3.2938295
464	3.293399106
465	3.292656299
466	3.291162672
467	3.290184624
468	3.288946879
469	3.288045127
470	3.287209845
471	3.285759222
472	3.284612785
473	3.284213055
474	3.283380652
475	3.282649569
476	3.28194383
477	3.28118134
478	3.280469704
479	3.279778248
480	3.278624953
481	3.276547207
482	3.275774776
483	3.274668996
484	3.273169215
485	3.272203375
486	3.2713616
487	3.27038338
488	3.26959895
489	3.268481572
490	3.267700813
491	3.266627527
492	3.265709575
493	3.264642012
494	3.263641567
495	3.263155386
496	3.26213616
497	3.261167615
498	3.259833495
499	3.259129433
500	3.258293489
501	3.25745604
502	3.256639672
503	3.255787574
504	3.255183771
505	3.254364395
506	3.253310136
507	3.252482804
508	3.251742949
509	3.250983735
510	3.250290523
511	3.249459452
512	3.248468912
513	3.2471122
514	3.246549604
515	3.245945067
516	3.244994564
517	3.244271667
518	3.243613568
519	3.242647138
520	3.241772157
521	3.240825579
522	3.240103594
523	3.239390945
524	3.237695649
525	3.236608334
526	3.235629155
527	3.235089807
528	3.234511026
529	3.233872479
530	3.233029009
531	3.232477315
532	3.231607762
533	3.231160376
534	3.230259426
535	3.229043935
536	3.228231792
537	3.227183827
538	3.226644045
539	3.225764752
540	3.224791552
541	3.224046032
542	3.222986504
543	3.221839729
544	3.220711111
545	3.220016327
546	3.219395846
547	3.217981179
548	3.216987341
549	3.21631054
550	3.21550655
551	3.214585243
552	3.213932552
553	3.2129316
554	3.211978416
555	3.211373138
556	3.210571407
557	3.209914179
558	3.209273571
559	3.20847122
560	3.207119636
561	3.20634415
562	3.205479053
563	3.204708469
564	3.204189891
565	3.203501652
566	3.202781508
567	3.20201494
568	3.200932277
569	3.200553827
570	3.199308405
571	3.198773218
572	3.198044325
573	3.19732828
574	3.196732742
575	3.195660833
576	3.194734644
577	3.191873794
578	3.191013303
579	3.190351046
580	3.18960959
581	3.18877331
582	3.187891162
583	3.187040408
584	3.186595743
585	3.18557446
586	3.184905214
587	3.183872432
588	3.183316874
589	3.182311833
590	3.18167965
591	3.18097133
592	3.180260103
593	3.179464168
594	3.178279254
595	3.177715338
596	3.1769628
597	3.176251173
598	3.174742495
599	3.173786808
600	3.173312529
601	3.172849937
602	3.172410492
603	3.171379631
604	3.170927636
605	3.170138761
606	3.168730374
607	3.167567517
608	3.1669652
609	3.165433218
610	3.16509288
611	3.16426087
612	3.163584117
613	3.163028732
614	3.162601694
615	3.161114502
616	3.160436993
617	3.159780264
618	3.157273159
619	3.156337585
620	3.155636551
621	3.154613494
622	3.153526921
623	3.153009276
624	3.152099467
625	3.151620617
626	3.150138126
627	3.149140824
628	3.148324062
629	3.147702752
630	3.147160148
631	3.146840034
632	3.145932758
633	3.145495121
634	3.144600632
635	3.143750147
636	3.142458252
637	3.141821695
638	3.140968284
639	3.14058596
640	3.139954704
641	3.139559184
642	3.138748492
643	3.138003663
644	3.137400587
645	3.136036592
646	3.135497231
647	3.134661776
648	3.133984625
649	3.133353259
650	3.132803647
651	3.130952543
652	3.130480994
653	3.129850102
654	3.128407625
655	3.128019639
656	3.127067348
657	3.126292387
658	3.125918165
659	3.12532056
660	3.124747371
661	3.123697227
662	3.123348113
663	3.122282796
664	3.121609838
665	3.120671107
666	3.118517288
667	3.118005414
668	3.117497725
669	3.11685747
670	3.116386714
671	3.115706329
672	3.115074393
673	3.114430505
674	3.113906659
675	3.113611092
676	3.113055967
677	3.112801272
678	3.112253334
679	3.111852753
680	3.111343399
681	3.110769217
682	3.109328236
683	3.108708358
684	3.10818354
685	3.106640041
686	3.105444206
687	3.104678389
688	3.103803562
689	3.103209868
690	3.102141912
691	3.101563866
692	3.100915022
693	3.100663667
694	3.099896175
695	3.09919779
696	3.098582245
697	3.097903438
698	3.097282229
699	3.096492748
700	3.095928683
701	3.095040167
702	3.094203887
703	3.093662447
704	3.093227015
705	3.092230964
706	3.091541391
707	3.090299599
708	3.089820665
709	3.089146537
710	3.088567734
711	3.087999762
712	3.087393508
713	3.08681517
714	3.086251429
715	3.085805195
716	3.085356682
717	3.084453053
718	3.083980438
719	3.08342433
720	3.082922986
721	3.082389818
722	3.08186034
723	3.081344666
724	3.081098668
725	3.080363909
726	3.07972177
727	3.079387124
728	3.078847581
729	3.078372024
730	3.0775002
731	3.076964512
732	3.076535749
733	3.075940056
734	3.075111827
735	3.074464695
736	3.073986755
737	3.073383841
738	3.072989732
739	3.072426895
740	3.071943698
741	3.071482788
742	3.070659993
743	3.070154148
744	3.069782306
745	3.06943638
746	3.068541364
747	3.067986397
748	3.066458108
749	3.065743172
750	3.065145511
751	3.064582668
752	3.063612424
753	3.063104042
754	3.062382654
755	3.061655898
756	3.061221531
757	3.060534802
758	3.059953556
759	3.059367026
760	3.058563649
761	3.058089024
762	3.057318244
763	3.056852322
764	3.056139166
765	3.055470397
766	3.054642964
767	3.054258795
768	3.053769861
769	3.053467503
770	3.05232271
771	3.051539326
772	3.050892807
773	3.049289453
774	3.048799991
775	3.048334933
776	3.047862022
777	3.04725718
778	3.046558618
779	3.046013708
780	3.045699784
781	3.045217149
782	3.044786492
783	3.044314337
784	3.043963813
785	3.043672434
786	3.042671891
787	3.041879557
788	3.041443201
789	3.040577911
790	3.039807811
791	3.038667058
792	3.038052563
793	3.037604845
794	3.037057228
795	3.036794075
796	3.035728937
797	3.035264944
798	3.034786553
799	3.034297612
800	3.033355248
801	3.032903985
802	3.032210195
803	3.031805316
804	3.030747058
805	3.030085794
806	3.029753605
807	3.029193851
808	3.028779355
809	3.027798011
810	3.026936992
811	3.026489785
812	3.026108883
813	3.025579548
814	3.025145801
815	3.023216724
816	3.022669524
817	3.022090588
818	3.02147449
819	3.021149418
820	3.020674133
821	3.020225297
822	3.019730833
823	3.019476439
824	3.018995841
825	3.01855475
826	3.018250614
827	3.017749798
828	3.017181555
829	3.016688059
830	3.015598871
831	3.015070282
832	3.014662523
833	3.014186638
834	3.01382865
835	3.01298693
836	3.011741274
837	3.011042362
838	3.010323714
839	3.009813891
840	3.009393227
841	3.00876481
842	3.007991652
843	3.007567878
844	3.007170778
845	3.00670156
846	3.006266743
847	3.005768895
848	3.005507823
849	3.004840089
850	3.003890063
851	3.003443734
852	3.002957836
853	3.002414292
854	3.001764467
855	3.001249338
856	3.000803621
857	3.000400366
858	2.999728747
859	2.999190697
860	2.998552673
861	2.997886644
862	2.997057306
863	2.996452932
864	2.995463917
865	2.994845044
866	2.994062283
867	2.99376404
868	2.992935477
869	2.992120862
870	2.991570484
871	2.990625359
872	2.990162475
873	2.989552775
874	2.989066951
875	2.988806246
876	2.9884585
877	2.987646904
878	2.987158484
879	2.986718074
880	2.986240738
881	2.985893859
882	2.984578638
883	2.984066544
884	2.983654595
885	2.983220758
886	2.982731017
887	2.98181254
888	2.981132291
889	2.980451172
890	2.980048026
891	2.979696886
892	2.979380506
893	2.978861476
894	2.978065208
895	2.977509965
896	2.977189917
897	2.976906747
898	2.976043699
899	2.975547535
900	2.975270865
901	2.974846931
902	2.974518134
903	2.974099886
904	2.97354035
905	2.972433487
906	2.972041194
907	2.971427614
908	2.970661373
909	2.969977816
910	2.969491825
911	2.969052271
912	2.968499364
913	2.967836827
914	2.967329203
915	2.966957798
916	2.966707591
917	2.965832989
918	2.965330252
919	2.96474387
920	2.964326449
921	2.963773007
922	2.963219246
923	2.962849583
924	2.962392083
925	2.961821662
926	2.961294832
927	2.960848941
928	2.960252834
929	2.959615875
930	2.959089916
931	2.958451474
932	2.957938797
933	2.956751507
934	2.956348545
935	2.955748428
936	2.955310764
937	2.954796932
938	2.954477683
939	2.95271915
940	2.952130867
941	2.951694428
942	2.951294629
943	2.950880927
944	2.950557254
945	2.950024053
946	2.949555507
947	2.948939497
948	2.948519749
949	2.947504625
950	2.946243393
951	2.945748374
952	2.945179289
953	2.94464582
954	2.943330842
955	2.942896895
956	2.942262764
957	2.941455894
958	2.940656296
959	2.940113234
960	2.939658723
961	2.938808989
962	2.93818587
963	2.937894606
964	2.937415194
965	2.937112552
966	2.936597057
967	2.935497203
968	2.93505917
969	2.934430412
970	2.93409314
971	2.933628341
972	2.93316297
973	2.93279382
974	2.932289174
975	2.931837796
976	2.931398167
977	2.930996089
978	2.930238744
979	2.929667884
980	2.928583195
981	2.927877462
982	2.927679307
983	2.927462428
984	2.927037349
985	2.926565626
986	2.926047536
987	2.925650228
988	2.925324414
989	2.924464943
990	2.924025878
991	2.923785202
992	2.923592122
993	2.922830091
994	2.921965622
995	2.921536143
996	2.921106497
997	2.920391667
998	2.91989226
999	2.91958495
