iter	RMSE
198	3.305112509
199	3.302131088
200	3.299684979
201	3.298507411
202	3.297395413
203	3.293268247
204	3.291408523
205	3.289755994
206	3.287543591
207	3.286547065
208	3.285129287
209	3.283052011
210	3.281570088
211	3.279067799
212	3.275989665
213	3.275048062
214	3.27279197
215	3.270704322
216	3.269688716
217	3.266978122
218	3.26259975
219	3.261720355
220	3.260878559
221	3.259830429
222	3.2573275
223	3.254739457
224	3.253961008
225	3.251961277
226	3.248649659
227	3.246287145
228	3.245475805
229	3.24019327
230	3.236381324
231	3.235655589
232	3.234915401
233	3.23251323
234	3.230102746
235	3.227852911
236	3.226782617
237	3.224986045
238	3.223111248
239	3.222122803
240	3.221449794
241	3.220767033
242	3.218039317
243	3.21548307
244	3.214406693
245	3.211884466
246	3.208874313
247	3.208226162
248	3.206700921
249	3.205827177
250	3.205223131
251	3.20199895
252	3.199906141
253	3.197291876
254	3.194705066
255	3.190838721
256	3.189756961
257	3.18650768
258	3.184805021
259	3.184222429
260	3.181365307
261	3.178565653
262	3.175993495
263	3.173905332
264	3.170433368
265	3.16845624
266	3.16593739
267	3.163511997
268	3.160104987
269	3.158288055
270	3.156655862
271	3.155109592
272	3.153657411
273	3.151167303
274	3.147128981
275	3.145090282
276	3.143167444
277	3.141146485
278	3.139465086
279	3.137630741
280	3.135733457
281	3.133628025
282	3.130909681
283	3.128337969
284	3.125679102
285	3.123613638
286	3.121269143
287	3.118943762
288	3.116333517
289	3.114133267
290	3.111008053
291	3.108849805
292	3.105078634
293	3.101954325
294	3.099437789
295	3.097703098
296	3.096226612
297	3.094053171
298	3.091833859
299	3.090131633
300	3.088730564
301	3.086588068
302	3.084584555
303	3.082488605
304	3.080115691
305	3.078312553
306	3.07606095
307	3.073564182
308	3.071606471
309	3.07019165
310	3.068116186
311	3.06527254
312	3.063282568
313	3.061568821
314	3.058650049
315	3.056357499
316	3.054787276
317	3.052999439
318	3.051554034
319	3.050170915
320	3.048777145
321	3.046898502
322	3.044617736
323	3.042866683
324	3.041088204
325	3.03925533
326	3.037935565
327	3.035870005
328	3.034260559
329	3.031769032
330	3.029641048
331	3.027309352
332	3.025505577
333	3.023761953
334	3.022125075
335	3.020991474
336	3.019659933
337	3.016316435
338	3.014357406
339	3.013075475
340	3.01110251
341	3.008628485
342	3.007317993
343	3.005272482
344	3.003527601
345	3.001732402
346	3.000511685
347	2.998352301
348	2.996073549
349	2.994912158
350	2.993362166
351	2.991520505
352	2.990341853
353	2.988125212
354	2.986181534
355	2.984510051
356	2.982829568
357	2.981281513
358	2.979422447
359	2.977901103
360	2.976111264
361	2.974088429
362	2.972093745
363	2.970599994
364	2.969175986
365	2.967338855
366	2.966255969
367	2.964831665
368	2.96315789
369	2.961726079
370	2.959937237
371	2.958411676
372	2.956729599
373	2.955447307
374	2.952938696
375	2.95165134
376	2.950211827
377	2.94843239
378	2.946877868
379	2.945643963
380	2.943361746
381	2.940849615
382	2.939122746
383	2.93735931
384	2.936013663
385	2.93476601
386	2.933318691
387	2.931809153
388	2.929772651
389	2.92749372
390	2.925883297
391	2.924140857
392	2.922710559
393	2.920408396
394	2.919025288
395	2.917382355
396	2.915585001
397	2.914359712
398	2.912725989
399	2.910767634
400	2.908822301
401	2.907106645
402	2.905402798
403	2.9041078
404	2.902541945
405	2.901388878
406	2.898331479
407	2.896524942
408	2.895334496
409	2.894165455
410	2.892905657
411	2.891688744
412	2.890103099
413	2.888780002
414	2.887333812
415	2.885686277
416	2.884110597
417	2.882822332
418	2.88147345
419	2.879954929
420	2.878497372
421	2.877305105
422	2.875708927
423	2.874548866
424	2.873109392
425	2.871764219
426	2.869687223
427	2.868139774
428	2.866941656
429	2.865714595
430	2.864386292
431	2.862524946
432	2.861125137
433	2.859705508
434	2.85824828
435	2.856975222
436	2.855148217
437	2.854001843
438	2.85120069
439	2.848557581
440	2.846063236
441	2.844709665
442	2.843455381
443	2.842356107
444	2.841034227
445	2.839957268
446	2.838456577
447	2.836489815
448	2.835070421
449	2.833702139
450	2.832594648
451	2.831410209
452	2.829943518
453	2.82887611
454	2.827583978
455	2.826604256
456	2.825073271
457	2.823396226
458	2.822057901
459	2.820734603
460	2.819323077
461	2.818052543
462	2.816132801
463	2.814862871
464	2.813270851
465	2.812218499
466	2.810951993
467	2.809434785
468	2.808197321
469	2.806562304
470	2.805124998
471	2.803586453
472	2.802535432
473	2.800996117
474	2.799876137
475	2.79872966
476	2.797029727
477	2.795398656
478	2.7941649
479	2.792951116
480	2.791837444
481	2.790233089
482	2.789120833
483	2.787410809
484	2.78573553
485	2.78473586
486	2.783391823
487	2.781854957
488	2.779975769
489	2.779113465
490	2.777871371
491	2.776703089
492	2.775308695
493	2.774137222
494	2.77265218
495	2.771825431
496	2.770653096
497	2.769758943
498	2.768799344
499	2.767110922
500	2.765980875
501	2.764689686
502	2.763601451
503	2.762515134
504	2.761427826
505	2.760118084
506	2.759017313
507	2.757911382
508	2.756809655
509	2.755609917
510	2.754294576
511	2.75322746
512	2.751825706
513	2.750351375
514	2.749433549
515	2.74829105
516	2.746805174
517	2.745390633
518	2.74409514
519	2.743181573
520	2.742088478
521	2.740552384
522	2.739651536
523	2.738260793
524	2.736890973
525	2.736047733
526	2.734835004
527	2.732842641
528	2.731956972
529	2.729695856
530	2.728695899
531	2.72650978
532	2.725299738
533	2.723534355
534	2.722075742
535	2.720472994
536	2.719660431
537	2.717599433
538	2.716529455
539	2.71436181
540	2.71341032
541	2.711581106
542	2.710521904
543	2.709758266
544	2.708744527
545	2.707146802
546	2.705646261
547	2.705112537
548	2.703839094
549	2.7026507
550	2.701921274
551	2.700441407
552	2.699186013
553	2.69789966
554	2.696365123
555	2.695670744
556	2.694352218
557	2.693684924
558	2.692611187
559	2.69149792
560	2.690860762
561	2.689936785
562	2.689286395
563	2.687290824
564	2.686544555
565	2.685294578
566	2.684495247
567	2.683196162
568	2.682573719
569	2.681416311
570	2.679866375
571	2.678883291
572	2.677439853
573	2.675977306
574	2.67452876
575	2.672680214
576	2.672110379
577	2.671563352
578	2.670541871
579	2.66930656
580	2.66878077
581	2.667582969
582	2.666652404
583	2.665293181
584	2.664000426
585	2.662770363
586	2.661308259
587	2.660799131
588	2.660325038
589	2.65949587
590	2.658307322
591	2.65717453
592	2.656708661
593	2.655633283
594	2.654452972
595	2.65400936
596	2.652542246
597	2.651814068
598	2.650775231
599	2.65008264
600	2.648695787
601	2.647336967
602	2.646502294
603	2.645606571
604	2.644743177
605	2.643780943
606	2.642693976
607	2.64205524
608	2.640969254
609	2.639379728
610	2.638508417
611	2.63742181
612	2.636743247
613	2.635681871
614	2.634470776
615	2.633313198
616	2.632683137
617	2.631662005
618	2.631052671
619	2.630210259
620	2.629304741
621	2.628435916
622	2.627337594
623	2.626647774
624	2.625385158
625	2.624366978
626	2.62348328
627	2.622669442
628	2.621830675
629	2.62033256
630	2.619039049
631	2.617582706
632	2.616802705
633	2.615715051
634	2.614961578
635	2.613554951
636	2.612715759
637	2.611670324
638	2.610602223
639	2.609922997
640	2.609238117
641	2.608236392
642	2.607309489
643	2.605963475
644	2.605391175
645	2.604622904
646	2.60369787
647	2.601946238
648	2.600657234
649	2.599725716
650	2.598856901
651	2.598069729
652	2.597410821
653	2.596529094
654	2.594977227
655	2.593846806
656	2.593076763
657	2.592092409
658	2.591193837
659	2.590382294
660	2.589063818
661	2.588349859
662	2.587464409
663	2.586464214
664	2.585733339
665	2.58502251
666	2.584327501
667	2.583250706
668	2.582325306
669	2.581176349
670	2.580184383
671	2.579479929
672	2.578413359
673	2.577547811
674	2.576634317
675	2.575425147
676	2.574648881
677	2.573524191
678	2.572596796
679	2.570837614
680	2.569259985
681	2.568193805
682	2.566772167
683	2.565846555
684	2.565106378
685	2.564193906
686	2.562950902
687	2.562243446
688	2.561508848
689	2.56020948
690	2.55906166
691	2.558505595
692	2.557882597
693	2.556447733
694	2.555550594
695	2.554987275
696	2.554224716
697	2.553624793
698	2.552866402
699	2.55197412
700	2.550729959
701	2.550046589
702	2.549023523
703	2.548334949
704	2.547607801
705	2.546264406
706	2.5453441
707	2.544858923
708	2.543708621
709	2.542241195
710	2.54096756
711	2.540129833
712	2.539579866
713	2.538682435
714	2.537967236
715	2.536989816
716	2.535601716
717	2.534588901
718	2.533501305
719	2.532539525
720	2.531365226
721	2.530353387
722	2.529412927
723	2.528504162
724	2.527435139
725	2.52663584
726	2.525775835
727	2.524658356
728	2.523717602
729	2.523159063
730	2.522364488
731	2.521531806
732	2.520725628
733	2.519568935
734	2.518600978
735	2.517525163
736	2.516615718
737	2.516009054
738	2.51493792
739	2.514197239
740	2.513125485
741	2.512090714
742	2.51151943
743	2.510629877
744	2.509713116
745	2.508991392
746	2.507793702
747	2.507108863
748	2.50641297
749	2.505536914
750	2.50464769
751	2.503963193
752	2.503317992
753	2.502438002
754	2.501897817
755	2.501012388
756	2.49973644
757	2.498850717
758	2.498126352
759	2.49733783
760	2.496123017
761	2.495301579
762	2.494792753
763	2.493665718
764	2.493160852
765	2.492683778
766	2.491604409
767	2.49051105
768	2.48950273
769	2.488682981
770	2.487718723
771	2.486437085
772	2.485638864
773	2.485202241
774	2.484390024
775	2.483436558
776	2.482826201
777	2.482041325
778	2.481364506
779	2.480768468
780	2.480198041
781	2.479307471
782	2.478479677
783	2.477626663
784	2.476597327
785	2.475864372
786	2.474809433
787	2.474068372
788	2.473303566
789	2.472338511
790	2.471321118
791	2.470462178
792	2.469417549
793	2.468812596
794	2.468011691
795	2.46759493
796	2.467075913
797	2.466411074
798	2.465757908
799	2.464943319
800	2.464227674
801	2.463534115
802	2.462532425
803	2.461747807
804	2.461079804
805	2.460440059
806	2.459762569
807	2.459047965
808	2.458144082
809	2.457577997
810	2.456872082
811	2.455734091
812	2.454780418
813	2.454151657
814	2.453456325
815	2.452655242
816	2.452009559
817	2.451169604
818	2.450232678
819	2.449556935
820	2.448923387
821	2.448510512
822	2.44787606
823	2.44702743
824	2.445495914
825	2.444836249
826	2.443755237
827	2.44306385
828	2.44200679
829	2.441325751
830	2.440416859
831	2.439215338
832	2.438614731
833	2.437949479
834	2.437182486
835	2.436452167
836	2.435267269
837	2.434701884
838	2.433796856
839	2.432891529
840	2.432181931
841	2.43162555
842	2.430854233
843	2.429954504
844	2.42920924
845	2.4284549
846	2.427735897
847	2.427057217
848	2.42599709
849	2.425223496
850	2.42438569
851	2.423337789
852	2.422436747
853	2.421656692
854	2.4211032
855	2.420517586
856	2.419583748
857	2.418617542
858	2.417909727
859	2.416790549
860	2.415846753
861	2.415106945
862	2.414335369
863	2.413631007
864	2.412771308
865	2.412254926
866	2.411484778
867	2.410793223
868	2.410052717
869	2.409314131
870	2.408700591
871	2.407734212
872	2.407019238
873	2.406416664
874	2.405705555
875	2.404957596
876	2.40399621
877	2.403426383
878	2.402441224
879	2.401734778
880	2.401190249
881	2.400673187
882	2.400033412
883	2.399361219
884	2.398440085
885	2.397760981
886	2.397264267
887	2.396734861
888	2.396100356
889	2.395447358
890	2.394553666
891	2.393752781
892	2.393169409
893	2.392455269
894	2.391899487
895	2.391365066
896	2.390377038
897	2.389783178
898	2.389118274
899	2.388431331
900	2.387388162
901	2.386873491
902	2.386392874
903	2.385415713
904	2.384419654
905	2.38391789
906	2.382839762
907	2.381732917
908	2.381238593
909	2.380659604
910	2.380184864
911	2.379433571
912	2.378965472
913	2.378131446
914	2.377321014
915	2.376777639
916	2.375873845
917	2.375325846
918	2.374471318
919	2.37380574
920	2.373348665
921	2.372594047
922	2.372034798
923	2.371513195
924	2.370838103
925	2.369951526
926	2.369349574
927	2.368880014
928	2.368383198
929	2.367746474
930	2.367259302
931	2.366626643
932	2.366130576
933	2.365409601
934	2.364728268
935	2.364324898
936	2.363674454
937	2.362823152
938	2.362007539
939	2.361300721
940	2.360394082
941	2.359710052
942	2.359230586
943	2.358796482
944	2.358183332
945	2.35737369
946	2.356884299
947	2.356303819
948	2.355919521
949	2.35541822
950	2.354550134
951	2.354166337
952	2.353384968
953	2.352948599
954	2.352228217
955	2.351763985
956	2.351497606
957	2.351060462
958	2.350714029
959	2.350181573
960	2.349730454
961	2.349459942
962	2.348855182
963	2.348251652
964	2.347440674
965	2.346882199
966	2.346218394
967	2.345547189
968	2.34490882
969	2.344358963
970	2.343849986
971	2.342929726
972	2.342498541
973	2.341931936
974	2.341421155
975	2.340569505
976	2.340003208
977	2.339734122
978	2.339157045
979	2.33835561
980	2.337672892
981	2.336894872
982	2.336375405
983	2.335715028
984	2.335178063
985	2.334574482
986	2.333877751
987	2.333081327
988	2.332410875
989	2.331960603
990	2.330998665
991	2.330545576
992	2.330018681
993	2.329653447
994	2.328827648
995	2.328270443
996	2.327552575
997	2.326994838
998	2.326240268
999	2.325406598
